Name,Bio,Identifier,B.A.,B.S.,J.D.,Ph.D.,M.B.A,M.A.,M.S.,M.P.H.,M.D.,D.M.D.
"BACA, Joe","['a Representative from California; born in Belen, Valencia County, \r', 'N.Mex., January 23, 1947; B.A., California State University, Los Angeles, \r', 'Calif., 1971; United States Army, 1966-1968; member of the California state \r', 'assembly, 1992-1999; member of the California state senate, 1999; elected as a \r', 'Democrat to the One Hundred Sixth Congress, by special election, to fill the \r', 'vacancy caused by the death of United States Representative George E. Brown, \r', 'and reelected to the six succeeding Congresses (November 16, 1999-January 3, \r', '2013); unsuccessful candidate for reelection to the One Hundred Thirteenth \r', 'Congress in 2012; unsuccessful candidate for reelection to the One Hundred \r', 'Fourteenth Congress in 2014; unsuccessful candidate for election as Mayor of \r', 'Fontana, Calif., in 2014; unsuccessful candidate for nomination as a Republican \r', 'to the One Hundred Fifteenth Congress in 2016.\r', '</P><BR>\r', '<P><CENTER><FONT SIZE=4 COLOR=""#800040"">Bibliography</FONT></CENTER></P>&#148;Joe Baca&#148; in \r', '<i>Hispanic Americans in Congress, 1822-2012</i>. Prepared under the \r', 'direction of the Committee on House Administration by the Office of the \r', 'Historian and the Office of the Clerk, U.S. House of Representatives. \r', 'Washington: Government Printing Office, 2013.\r']",B001234,1,0,0,0,0,0,0,0,0,0
"BACHMANN, Michele","['a Representative from Minnesota; born in Waterloo, Black Hawk \r', 'County, Iowa, April 6, 1956; graduated from Anoka High School, Anoka, Minn., \r', '1974; B.A., Winona State University, Winona, Minn., 1978; J.D., Coburn School \r', 'of Law, Oral Roberts University, Tulsa, Okla., 1986; L.L.M., College of William \r', 'and Mary, Williamsburg, Va., 1988; lawyer, private practice; attorney, United \r', 'States Department of the Treasury; member of the Minnesota state senate, \r', '2001-2006; elected as a Republican to the One Hundred Tenth and to the three \r', 'succeeding Congresses (January 3, 2007-January 3, 2015); was not a candidate \r', 'for reelection to the One Hundred Fourteenth Congress in 2014.\r']",B001256,1,0,1,0,0,0,0,0,0,0
"BACHUS, Spencer T., III","['a Representative from Alabama; born in Birmingham, Jefferson County, \r', 'Ala., December 28, 1947; B.A., Auburn University, Auburn, Ala., 1969; J.D., \r', 'University of Alabama School of Law, Tuscaloosa, Ala., 1972; National Guard, \r', '1969-1971; lawyer, private practice; member of the Alabama state senate, \r', '1983-1984; member of the Alabama state house of representatives, 1984-1987; \r', 'member, Alabama state board of education, 1987-1991; chairman, Alabama \r', 'Republican executive committee, 1991-1992; elected as a Republican to the One \r', 'Hundred Third and to the ten succeeding Congresses (January 3, 1993-January 3, \r', '2015); chair, Committee on Financial Services (One Hundred Twelfth Congress); \r', 'was not a candidate for reelection to the One Hundred Fourteenth Congress in \r', '2014.\r']",B000013,1,0,1,0,0,0,0,0,0,0
"BALDWIN, Tammy","['a Senator and a Representative from Wisconsin; born in Madison, Dane \r', 'County, Wis., February 11, 1962; graduated from Madison West High School, \r', 'Madison, Wis., 1980; A.B., Smith College, Northampton, Mass., 1984; J.D., \r', 'University of Wisconsin Law School, Madison, Wis., 1989; lawyer, private \r', 'practice; Dane County, Wis., board of supervisors, 1986-1994; member of the \r', 'Wisconsin state assembly, 1993-1999; elected as a Democrat to the One Hundred \r', 'Sixth and to the six succeeding Congresses (January 3, 1999-January 3, 2013); \r', 'was not a candidate for reelection to the House of Representatives but was \r', 'elected as a Democrat to the United States Senate in 2012 for the term ending \r', 'January 3, 2019; Democratic Conference secretary (2017-).\r']",B001230,1,0,1,0,0,0,0,0,0,0
"BARBER, Ron","['a Representative from Arizona; born in Wakefield, England, August \r', '25, 1945; graduated from Rincon High School, Tucson, Ariz., 1963; B.A., \r', 'University of Arizona, Tucson, Ariz., 1967; businessman; staff and director, \r', 'Arizona department of economic security, division of developmental \r', 'disabilities, 1976-2006; staff, United States Representative Gabrielle \r', 'Giffords, 2007-2012; elected as a Democrat to the One Hundred Twelfth Congress, \r', 'by special election, to fill the vacancy caused by the resignation of United \r', 'States Representative Gabrielle Giffords, and reelected to the succeeding \r', 'Congress (June 12, 2012-January 3, 2015); was an unsuccessful candidate for \r', 'reelection to the One Hundred Fourteenth Congress in 2014.\r']",B001279,1,0,0,0,0,0,0,0,0,0
"BARLETTA, Lou","[' a Representative from Pennsylvania; born in Hazleton, Luzerne \r', 'County, Pa., January 28, 1956; graduated from Hazleton High School, Hazleton, \r', 'Pa., 1974; attended Bloomsburg University, Bloomsburg, Pa.; professional \r', 'athlete; business owner; member of the Hazleton, Pa., city council, 1998-2000; \r', 'Mayor of Hazleton, Pa., 2000-2010; elected as a Republican to the One Hundred \r', 'Twelfth and to the three succeeding Congresses (January 3, \r', '2011-present).\r']",B001269,0,0,0,0,0,0,0,0,0,0
"BARROW, John","[' a Representative from Georgia; born in Athens, Clarke County, Ga., \r', 'October 31, 1955; graduated from Clarke Central High School, Athens, Ga., 1973; \r', 'B.A., University of Georgia, Athens, Ga., 1976; J.D., Harvard University, \r', 'Cambridge, Mass., 1979; lawyer, private practice; Athens-Clarke, Georgia, \r', 'city-county commissioner, 1990-2004; elected as a Democrat to the One Hundred \r', 'Ninth and to the four succeeding Congresses (January 3, 2005-January 3, 2015); \r', 'unsuccessful candidate for reelection to the One Hundred Fourteenth Congress in \r', '2014.\r']",B001252,1,0,1,0,0,0,0,0,0,0
"BARTLETT, Roscoe Gardner","['a Representative from Maryland; born in Moreland, Jefferson County, \r', 'Ky., June 3, 1926; B.S., Columbia Union College, Takoma Park, Md., 1947; M.S., \r', 'University of Maryland, College Park, Md., 1948; Ph.D., University of Maryland, \r', 'College Park, Md., 1952; faculty, University of Maryland, College Park, Md., \r', '1948-1952; faculty, Loma Linda School of Medicine, Loma Linda, Calif., \r', '1952-1954; assistant professor, Howard University Medical School, Washington, \r', 'D.C., 1954-1956; unsuccessful candidate for election to the Ninety-eighth \r', 'Congress in 1982; elected as a Republican to the One Hundred Third and to the \r', 'nine succeeding Congresses (January 3, 1993-January 3, 2013); unsuccessful \r', 'candidate for reelection to the One Hundred Thirteenth Congress in \r', '2012.\r']",B000208,0,1,0,1,0,0,1,0,0,0
"BARTON, Joe Linus","['a Representative from Texas; born in Waco, McLennan County, Tex., \r', 'September 15, 1949; graduated from Waco High School, Waco, Tex., 1968; B.A., \r', 'Texas A&amp;M University, College Station, Tex., 1972; M.S., Purdue University, \r', 'West Lafayette, Ind., 1973; business executive; White House Fellowship, served \r', 'as aide to Secretary of Energy James B. Edwards, 1981-1982; elected as a \r', 'Republican to the Ninety-ninth and to the sixteen succeeding Congresses \r', '(January 3, 1985-present); chair, Committee on Energy and Commerce (One Hundred \r', 'Eighth and One Hundred Ninth Congresses).\r']",B000213,1,0,0,0,0,0,1,0,0,0
"BASS, Charles Foster","[' (son of Perkins Bass), \r', 'a Representative from New Hampshire; born in Boston, Suffolk County, \r', 'Mass., January 8, 1952; graduated from Holderness School, Plymouth, N.H., 1970; \r', 'A.B., Dartmouth College, Hanover, N.H., 1974; staff for United States \r', 'Representative William S. Cohen of Maine, 1974; staff for United States \r', 'Representative David F. Emery of Maine, 1975-1979; unsuccessful candidate for \r', 'nomination to the Ninety-seventh Congress in 1980; delegate to New Hampshire \r', 'constitutional convention, 1984; member of the New Hampshire general court, \r', '1982-1988; member of the New Hampshire state senate, 1988-1992; elected as a \r', 'Republican to the One Hundred Fourth and to the five succeeding Congresses \r', '(January 3, 1995-January 3, 2007); unsuccessful candidate for reelection to the \r', 'One Hundred Tenth Congress in 2006; elected as a Republican to the One Hundred \r', 'Twelfth Congress (January 3, 2011-January 3, 2013); unsuccessful candidate for \r', 'reelection to the One Hundred Thirteenth Congress in 2012.\r']",B000220,1,0,0,0,0,0,0,0,0,0
"BASS, Karen","['a Representative from California; born in Los Angeles, Los Angeles \r', 'County, California, October 3, 1953; graduated from Hamilton High School, Los \r', 'Angeles, Calif.; B.S., California State University, Dominguez Hills, Calif., \r', '1990; P.A., University of Southern California, Los Angeles, Calif.; physician&#146;s \r', 'assistant; faculty, University of Southern California, Los Angeles, Calif.; \r', 'member of the California state assembly, 2005-2010, speaker, 2008-2010; elected \r', 'as a Democrat to the One Hundred Twelfth and to the three succeeding Congresses \r', '(January 3, 2011-present).\r']",B001270,0,1,0,0,0,0,0,0,0,0
"BECERRA, Xavier","['a Representative from California; born in Sacramento, Sacramento \r', 'County, Calif., January 26, 1958; B.A., Stanford University, Stanford, Calif., \r', '1980; J.D., Stanford University, Stanford., Calif., 1984; lawyer, private \r', 'practice; staff, California state senator Art Torres, 1986; deputy attorney \r', 'general, Office of the Attorney General, State of California, 1987-1990; member \r', 'of the California state assembly, 1990-1992; elected as a Democrat to the One \r', 'Hundred Third and to the twelve succeeding Congresses until his resignation on \r', 'January 24, 2017 (January 3, 1993-January 24, 2017); chair, House Democratic \r', 'Caucus (One Hundred Thirteenth and One Hundred Fourteenth Congresses); attorney \r', 'general of California, 2017-present.\r']",B000287,1,0,1,0,0,0,0,0,0,0
"BENISHEK, Dan","['a Representative from Michigan; born in Iron River, Iron County, \r', 'Mich., April 20, 1952; graduated from West Iron County High School, Iron River, \r', 'Mich., 1970; B.S., University of Michigan, Ann Arbor, Mich., 1974; M.D., Wayne \r', 'State University Medical School, Detroit, Mich., 1978; physician; elected as a \r', 'Republican to the One Hundred Twelfth and to the two succeeding Congresses \r', '(January 3, 2011-January 3, 2017); was not a candidate for reelection to the \r', 'One Hundred Fifteenth Congress in 2016.\r']",B001271,0,1,0,0,0,0,0,0,1,0
"BERG, Rick","['a Representative from North Dakota; born in Maddock, Benson County, \r', 'N. Dak., August 16, 1959; graduated from Hettinger High School, Hettinger, N. \r', 'Dak., 1977; attended, North Dakota State College of Science, Wahpeton, N. Dak., \r', '1977-1978; B.S., North Dakota State University, Fargo, N. Dak., 1981; business \r', 'owner; member of the North Dakota state house of representatives, 1984-2010; \r', 'speaker, North Dakota state house of representatives, 1993; majority leader, \r', 'North Dakota state house of representatives, 2003-2009; elected as a Republican \r', 'to the One Hundred Twelfth Congress (January 3, 2011-January 3, 2013); not a \r', 'candidate for reelection in 2012, but was an unsuccessful candidate for the \r', 'United States Senate.\r']",B001272,0,1,0,0,0,0,0,0,0,0
"BERKLEY, Shelley","['a Representative from Nevada; born Rochelle Levine in New York, \r', 'N.Y., January 20, 1951; graduated from Valley High School, Las Vegas, Nev.; \r', 'B.A., University of Nevada, Las Vegas, 1972; J.D., University of San Diego Law \r', 'School, San Diego, Calif., 1976; member, Nevada state assembly, 1983-1985; \r', 'member, Nevada University and Community College System Board of Regents, \r', '1990-1998; elected as a Democrat to the One Hundred Sixth and to the six \r', 'succeeding Congresses (January 3, 1999-January 3, 2013); was not a candidate \r', 'for reelection in 2012, but was an unsuccessful candidate for election to the \r', 'United States Senate.\r']",B001231,1,0,1,0,0,0,0,0,0,0
"BERMAN, Howard Lawrence","['a Representative from California; born in Los Angeles, Los Angeles \r', 'County, Calif., April 15, 1941; graduated from Hamilton High School, Los \r', 'Angeles, Calif., 1959; B.A., University of California, Los Angeles, Calif., \r', '1962; LL.B., University of California School of Law, Los Angeles, Calif., 1965; \r', 'lawyer, private practice; VISTA volunteer, 1966-1967; member of the California \r', 'state assembly, 1973-1982; delegate, Democratic National Convention, 1968, \r', '1976, and 1984; elected as a Democrat to the Ninety-eighth and to the fourteen \r', 'succeeding Congresses (January 3, 1983-January 3, 2013); chair, Committee on \r', 'Foreign Affairs (One Hundred Tenth and One Hundred Eleventh Congresses); \r', 'unsuccessful candidate for reelection to the One Hundred Thirteenth Congress in \r', '2012. \r']",B000410,1,0,0,0,0,0,0,0,0,0
"BIGGERT, Judy Borg","[' a Representative from Illinois; born in Chicago, Cook County, Ill., \r', 'August 15, 1937; attended New Trier High School, Winnetka, Ill.; B.A., Stanford \r', 'University, Stanford, Calif., 1959; J.D., Northwestern University School of \r', 'Law, Evanston, Ill., 1963; clerk to Judge Luther M. Swygert, U.S. Court of \r', 'Appeals, 7th Circuit, 1963-1964; president, board of education, Hinsdale \r', 'Township High School district 86, Hinsdale Township, Ill., 1983-1986; member, \r', 'Illinois state house of representatives, 1993-1998; elected as a Republican to \r', 'the One Hundred Sixth and to the six succeeding Congresses (January 3, \r', '1999-January 3, 2013); unsuccessful candidate for reelection to the One Hundred \r', 'Thirteenth Congress in 2012.\r']",B001232,1,0,1,0,0,0,0,0,0,0
"BILBRAY, Brian P.","[' (cousin of James Hubert Bilbray), \r', 'a Representative from California; born in Coronado, Calif., January \r', '28, 1951; graduated Mar Vista High School; attended South Western College; tax \r', 'consultant; city council; Imperial Beach, Calif., 1976-1978; mayor, Imperial \r', 'Beach, Calif., 1978-1985; San Diego County Board of Supervisors, 1985-1995; \r', 'elected as a Republican to the One Hundred Fourth and to the two succeeding \r', 'Congresses (January 3, 1995-January 3, 2001); unsuccessful candidate for \r', 'reelection to the One Hundred Seventh Congress; elected as a Republican, by \r', 'special election, to fill the vacancy caused by the resignation of United \r', 'States Representative Randall (Duke) Cunningham and reelected to the three \r', 'succeeding Congresses (June 6, 2006-January 3, 2013); unsuccessful candidate \r', 'for reelection to the One Hundred Thirteenth Congress in 2012. \r']",B000461,0,0,0,0,0,0,0,0,0,0
"BILIRAKIS, Gus","[' (son of Michael Bilirakis), \r', 'a Representative from Florida; born in Gainesville, Alachua County, \r', 'Fla., February 8, 1963; attended St. Petersburg Junior College, St. Petersburg, \r', 'Fla., 1981-1983; B.A., University of Florida, Gainesville, Fla., 1986; J.D., \r', 'Stetson University, St. Petersburg, Fla., 1989; lawyer, private practice; \r', 'professor; member of the Florida state house of representatives, 1998-2006; \r', 'elected as a Republican to the One Hundred Tenth and to the five succeeding \r', 'Congresses (January 3, 2007-present).\r']",B001257,1,0,1,0,0,0,0,0,0,0
"BISHOP, Robert (Rob)","['a Representative from Utah; born in Kaysville, Utah, July 13, 1951; \r', 'B.A., University of Utah, Salt Lake City, Utah, 1974; teacher; professional \r', 'advocate; member of the Utah state house of representatives, 1979-1994, \r', 'speaker, 1992-1994; elected as a Republican to the One Hundred Eighth and to \r', 'the seven succeeding Congresses (January 3, 2003-present); chairman, Committee \r', 'on Natural Resources (One Hundred Fourteenth and One Hundred Fifteenth \r', 'Congresses).\r']",B001250,1,0,0,0,0,0,0,0,0,0
"BISHOP, Sanford Dixon, Jr.","['a Representative from Georgia; born in Mobile, Mobile County, Ala., \r', 'February 4, 1947; graduated from Central High School, Mobile, Ala., 1964; B.A., \r', 'Morehouse College, Atlanta, Ga., 1968; J.D., Emory University, \r', 'Atlanta, Ga., 1971; lawyer, private practice; United States Army, 1969-1971; \r', 'member of the Georgia state house of representatives, 1977-1991; member of the \r', 'Georgia state senate, 1991-1993; elected as a Democrat to the One Hundred Third \r', 'and to the twelve succeeding Congresses (January 3, 1993-present).\r']",B000490,1,0,1,0,0,0,0,0,0,0
"BISHOP, Timothy H.","['a Representative from New York; born in Southampton, Suffolk County, \r', 'N.Y., June 1, 1950; graduated from Southampton High School, Southampton, N.Y., \r', '1968; A.B., Holy Cross College, Worcester, Mass., 1972; M.A., Long Island \r', 'University, Long Island, N.Y., 1981; administrator, Southampton College, \r', 'Southampton, N.Y., 1973-2002; elected as a Democrat to the One Hundred Eighth \r', 'and to the five succeeding Congresses (January 3, 2003-January 3, 2015); \r', 'unsuccessful candidate for reelection to the One Hundred Fourteenth Congress in \r', '2014.\r']",B001242,1,0,0,0,0,1,0,0,0,0
"BLACK, Diane","['a Representative from Tennessee; born in Baltimore, Md., January 16, 1951; graduated from Andover High School, Linthicum Heights, Md.; A.S.N., Anne Arundel Community College, Arnold, Md., 1971; B.S.N., Belmont University, Nashville, Tenn., 1992; nurse; nonprofit community organization fundraiser; member of the Tennessee state house of representatives, 1999-2005; member of the Tennessee state senate, 2005-2010; elected as a Republican to the One Hundred Twelfth and to the three succeeding Congresses (January 3, 2011-present); chair, Committee on Budget (One Hundred Fifteenth Congress). \r']",B001273,0,1,0,0,0,0,0,0,0,0
"BLACKBURN, Marsha","['a Senator and a Representative from Tennessee; born in Laurel, Jones County, Miss., June 6, 1952; graduated from Northeast Jones High School, Laurel, Miss.; B.S. Mississippi State University, Starkville, Miss., 1973; business owner; private advocate; unsuccessful candidate for election to the One Hundred Third Congress in 1992; member of the Tennessee state senate, 1998-2002; elected as a Republican to the One Hundred Eighth and to the seven succeeding Congresses (January 3, 2003-January 3, 2019); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2018 for the term ending January 3, 2025.  \r']",B001243,0,1,0,0,0,0,0,0,0,0
"BLUMENAUER, Earl","['a Representative from Oregon; born in Portland, Multnomah County, \r', 'Oreg., August 16, 1948; graduated from Centennial High School, Portland, Oreg., \r', '1966; B.A., Lewis and Clark College, Portland, Oreg., 1970; J.D., Lewis and \r', 'Clark Law School, Portland, Oreg., 1976; assistant to the president of Portland \r', 'State University, Portland, Oreg., 1970-1977; member of the Oregon state house \r', 'of representatives, 1973-1978; member of the board of directors, Portland \r', 'Community College, 1975-1981; Multnomah County, Oreg., commissioner, 1978-1985; \r', 'Portland, Oreg., city commissioner, 1986-1996; served on the Governor&#x2019;s \r', 'commission on higher education, 1990-1991; elected as a Democrat, by special \r', 'election, to the One Hundred Fourth Congress to fill the vacancy caused by the \r', 'resignation of United States Representative Ronald Lee Wyden, and reelected to \r', 'the eleven succeeding Congresses (May 21, 1996-present). \r']",B000574,1,0,1,0,0,0,0,0,0,0
"BOEHNER, John Andrew","['a Representative from Ohio; born in Cincinnati, Hamilton County, Ohio, November 17, 1949; graduated from Moeller High School, Cincinnati, Ohio, 1968; B.S., Xavier University, Cincinnati, Ohio, 1977; United States Navy, 1968; businessman; business executive; member of the Union Township, Ohio, board of trustees, 1981, and president, 1984; member of the Ohio state house of representatives, 1985-1990; elected as a Republican to the One Hundred Second and to the twelve succeeding Congresses, and served until his resignation on October 31, 2015 (January 3, 1991-October 31, 2015); House Republican Conference Chairman, 1995-1999; chair, Committee on Education and the Workforce (One Hundred Seventh through One Hundred Ninth Congresses); majority leader (One Hundred Ninth Congress); minority leader (One Hundred Tenth and One Hundred Eleventh Congress); Speaker of the House (One Hundred Twelfth through One Hundred Fourteenth Congresses). \r']",B000589,0,1,0,0,0,0,0,0,0,0
"BONAMICI, Suzanne","['a Representative from Oregon; born in Detroit, Wayne County, Mich., \r', 'October 14, 1954; A.A., Lane Community College, Eugene, Oreg. 1978; B.A., \r', 'University of Oregon, Eugene, Oreg., 1980; J.D., University of Oregon, Eugene, \r', 'Oreg., 1983; lawyer, Federal Trade Commission, Washington, D.C.; lawyer, \r', 'private practice; staff, Oregon state house of representatives, 2001-2006; \r', 'member of Oregon state house of representatives 2007-2008; member of Oregon \r', 'state senate, 2008-2011; elected as a Democrat to the One Hundred Twelfth \r', 'Congress, by special election, to fill the vacancy caused by the resignation of \r', 'United States Representative David Wu, and reelected to the three succeeding \r', 'Congresses (January 31, 2012-present). \r']",B001278,1,0,1,0,0,0,0,0,0,0
"BONNER, Jr., Josiah Robins (Jo)","['a Representative from Alabama; born in Selma, Dallas County, Ala., \r', 'November 19, 1959; B.A., University of Alabama, 1982; attended University of \r', 'Alabama Law School; staff, United States Representative Sonny Callahan of \r', 'Alabama, 1985-2002; elected as a Republican to the One Hundred Eighth and to \r', 'the five succeeding Congresses until his resignation on August 2, 2013 (January \r', '3, 2003-August 2, 2013); chair, Committee on Ethics (One Hundred Twelfth \r', 'Congress).\r']",B001244,1,0,0,0,0,0,0,0,0,0
"BONO, Mary","[' (wife of Sonny Bono and Connie Mack IV, daughter-in-law of Connie \r', 'Mack III, elected under the name Mary Bono Mack in the One Hundred Eleventh and \r', 'one succeeding Congress), \r', 'a Representative from California; born Mary Whitaker in Cleveland, \r', 'Cuyahoga County, Ohio, October 24, 1961; B.A., University of Southern \r', 'California, Los Angeles, Calif.; restaurant business manager; personal fitness \r', 'instructor; board of the Palm Springs, Calif., International Film Festival; \r', 'elected as a Republican to the One Hundred Fifth Congress, by special election \r', 'to fill the vacancy caused by the death of her husband, United States \r', 'Representative Sonny Bono, reelected to the seven succeeding Congresses (April \r', '7, 1998-January 3, 2013); unsuccessful candidate for reelection to the One \r', 'Hundred Thirteenth Congress in 2012.\r']",B001228,1,0,0,0,0,0,0,0,0,0
"BOREN, Daniel David","[' (grandson of Lyle Boren and son of David Boren), \r', '(grandson of Lyle Boren and son of David Boren), a Representative \r', 'from Oklahoma; born in Shawnee, Pottawatomie County, Okla., August 2, 1973; \r', 'United States Capitol Page School, 1989; B.S., Texas Christian University, Fort \r', 'Worth, Tex., 1997; M.B.A., University of Oklahoma, 2001; staff, United States \r', 'Representative Wesley Watkins of Oklahoma; education administrator; bank \r', 'teller; aide, Oklahoma Corporation Commission; member of the Oklahoma state \r', 'house of representatives, 2002-2004; elected as a Democrat to the One Hundred \r', 'Ninth and to the three succeeding Congresses (January 3, 2005-January 3, 2013); \r', 'was not a candidate for reelection to the One Hundred Thirteenth Congress in \r', '2012.\r']",B001254,1,1,0,0,1,0,0,0,0,0
"BOSWELL, Leonard L.","[""a Representative from Iowa; born in Harrison County, Mo., January 10, 1934; graduated from Lamoni High School, Lamoni, Iowa, 1952; B.A., Graceland College, Lamoni, Iowa, 1969; United States Army, 1956-1976; farmer; board of directors of the local farmer's cooperative, 1979-1993, president for thirteen years; member of the Iowa state senate, 1984-1996, president, 1992-1996; elected as a Democrat to the One Hundred Fifth and to the seven succeeding Congresses (January 3, 1997-January 3, 2013); unsuccessful candidate for reelection to the One Hundred Thirteenth Congress in 2012; died on August 17, 2018, in Des Moines, Iowa. \r""]",B000652,1,0,0,0,0,0,0,0,0,0
