Name,Bio,Identifier,B.A.,B.S.,J.D.,Ph.D.,M.B.A,M.A.,M.S.,M.P.H.,M.D.,D.M.D.
"BERA, Ami","['a Representative from California; born in Los Angeles, Los Angeles \r', 'County, Calif., March 2, 1965; B.S., University of California, Irvine, Calif., \r', '1987; M.D., University of California, Irvine, Calif., 1991; physician; \r', 'professor; associate dean, University of California-Irvine School of Medicine, \r', 'Irvine, Calif., 2004-2007; Sacramento County, Calif. chief medical officer, \r', '1999-2004; unsuccessful candidate for election to the One Hundred Twelfth \r', 'Congress in 2010; elected as a Democrat to the One Hundred Thirteenth and to \r', 'the two succeeding Congresses (January 3, 2013-present).\r']",B001287,0,1,0,0,0,0,0,0,1,0
"BERGMAN, John","['a Representative from Michigan; born in Shakopee, Scott County, \r', 'Minn., February 2, 1947; B.A., Gustuvus Adolphus College, St. Peter, Minn., \r', '1969; M.A., University of West Florida, Pensacola, Fla., 1975; United States \r', 'Marine Corps, 1969-2009; commercial pilot; business owner; elected as a \r', 'Republican to the One Hundred Fifteenth Congress (January 3, \r', '2017-present).\r']",B001301,1,0,0,0,0,1,0,0,0,0
"BEYER, Donald Sternoff Jr.","['a Representative from Virginia; born in Trieste, Italy, June 20, \r', '1950; graduated from Gonzaga College High School, Washington, D.C., 1968; B.A., \r', 'Williams College, Williamstown, Mass., 1972; automobile dealer; lieutenant \r', 'governor of Virginia, 1990-1998; unsuccessful candidate for Governor of \r', 'Virginia in 1997; United States Ambassador to Switzerland and Liechtenstein, \r', '2009-2013; elected as a Democrat to the One Hundred Fourteenth and to the \r', 'succeeding Congress (January 3, 2015-present).\r']",B001292,1,0,0,0,0,0,0,0,0,0
"BIGGS, Andrew S.","['a Representative from Arizona; born in Tucson, Pima County, Ariz., \r', 'November 7, 1958; B.A., Brigham Young University, Provo, Utah, 1982; J.D., \r', 'University of Arizona, Tucson, Ariz., 1984; M.A., Arizona State University, \r', 'Phoenix, Ariz, 1999; lawyer, private practice; member of the Arizona state \r', 'house of representatives, 2003-2011; member of the Arizona state senate, \r', '2011-2016, majority leader, 2011-2012, president, 2013-2016; elected as a \r', 'Republican to the One Hundred Fifteenth Congress (January 3, \r', '2017-present).\r']",B001302,1,0,1,0,0,1,0,0,0,0
"BILIRAKIS, Gus","[' (son of Michael Bilirakis), \r', 'a Representative from Florida; born in Gainesville, Alachua County, \r', 'Fla., February 8, 1963; attended St. Petersburg Junior College, St. Petersburg, \r', 'Fla., 1981-1983; B.A., University of Florida, Gainesville, Fla., 1986; J.D., \r', 'Stetson University, St. Petersburg, Fla., 1989; lawyer, private practice; \r', 'professor; member of the Florida state house of representatives, 1998-2006; \r', 'elected as a Republican to the One Hundred Tenth and to the five succeeding \r', 'Congresses (January 3, 2007-present).\r']",B001257,1,0,1,0,0,0,0,0,0,0
"BISHOP, Michael Dean","['a Representative from Michigan; born in Almont, Lapeer County, \r', 'Mich., March 18, 1967; graduated from Rochester Adams High School, Rochester \r', 'Hills, Mich.; A.B., University of Michigan, Ann Arbor, Mich., 1989; J.D., \r', 'Detroit College of Law (now Michigan State College of Law), East Lansing, \r', 'Mich., 1993; lawyer, private practice; realtor; business owner; member of the \r', 'Michigan state house of representatives, 1999-2002; member of the Michigan \r', 'state senate, 2003-2010, majority leader, 2007-2010; unsuccessful candidate for \r', 'nomination for Michigan state attorney general, 2010; unsuccessful candidate \r', 'for election as Oakland County, Mich., prosecutor, 2012; elected as a \r', 'Republican to the One Hundred Fourteenth and to the succeeding Congress \r', '(January 3, 2015-present).\r']",B001293,1,0,1,0,0,0,0,0,0,0
"BISHOP, Robert (Rob)","['a Representative from Utah; born in Kaysville, Utah, July 13, 1951; \r', 'B.A., University of Utah, Salt Lake City, Utah, 1974; teacher; professional \r', 'advocate; member of the Utah state house of representatives, 1979-1994, \r', 'speaker, 1992-1994; elected as a Republican to the One Hundred Eighth and to \r', 'the seven succeeding Congresses (January 3, 2003-present); chairman, Committee \r', 'on Natural Resources (One Hundred Fourteenth and One Hundred Fifteenth \r', 'Congresses).\r']",B001250,1,0,0,0,0,0,0,0,0,0
"BISHOP, Sanford Dixon, Jr.","['a Representative from Georgia; born in Mobile, Mobile County, Ala., \r', 'February 4, 1947; graduated from Central High School, Mobile, Ala., 1964; B.A., \r', 'Morehouse College, Atlanta, Ga., 1968; J.D., Emory University, \r', 'Atlanta, Ga., 1971; lawyer, private practice; United States Army, 1969-1971; \r', 'member of the Georgia state house of representatives, 1977-1991; member of the \r', 'Georgia state senate, 1991-1993; elected as a Democrat to the One Hundred Third \r', 'and to the twelve succeeding Congresses (January 3, 1993-present).\r']",B000490,1,0,1,0,0,0,0,0,0,0
"BLACK, Diane","['a Representative from Tennessee; born in Baltimore, Md., January 16, 1951; graduated from Andover High School, Linthicum Heights, Md.; A.S.N., Anne Arundel Community College, Arnold, Md., 1971; B.S.N., Belmont University, Nashville, Tenn., 1992; nurse; nonprofit community organization fundraiser; member of the Tennessee state house of representatives, 1999-2005; member of the Tennessee state senate, 2005-2010; elected as a Republican to the One Hundred Twelfth and to the three succeeding Congresses (January 3, 2011-present); chair, Committee on Budget (One Hundred Fifteenth Congress). \r']",B001273,0,1,0,0,0,0,0,0,0,0
"BLACKBURN, Marsha","['a Senator and a Representative from Tennessee; born in Laurel, Jones County, Miss., June 6, 1952; graduated from Northeast Jones High School, Laurel, Miss.; B.S. Mississippi State University, Starkville, Miss., 1973; business owner; private advocate; unsuccessful candidate for election to the One Hundred Third Congress in 1992; member of the Tennessee state senate, 1998-2002; elected as a Republican to the One Hundred Eighth and to the seven succeeding Congresses (January 3, 2003-January 3, 2019); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2018 for the term ending January 3, 2025.  \r']",B001243,0,1,0,0,0,0,0,0,0,0
"BLUM, Rod","[' a Representative from Iowa; born in Dubuque, Dubuque County, Iowa, \r', 'April 26, 1955; graduated from Dubuque Senior High School, Dubuque, Iowa, 1973; \r', 'B.A., Loras College, Dubuque, Iowa, 1977; M.B.A., University of Dubuque, \r', 'Dubuque, Iowa, 1989; business executive; unsuccessful candidate for nomination \r', 'to the One Hundred Thirteenth Congress in 2012; elected as a Republican to the \r', 'One Hundred Fourteenth and to the succeeding Congress (January 3, \r', '2015-present).\r']",B001294,1,0,0,0,1,0,0,0,0,0
"BLUMENAUER, Earl","['a Representative from Oregon; born in Portland, Multnomah County, \r', 'Oreg., August 16, 1948; graduated from Centennial High School, Portland, Oreg., \r', '1966; B.A., Lewis and Clark College, Portland, Oreg., 1970; J.D., Lewis and \r', 'Clark Law School, Portland, Oreg., 1976; assistant to the president of Portland \r', 'State University, Portland, Oreg., 1970-1977; member of the Oregon state house \r', 'of representatives, 1973-1978; member of the board of directors, Portland \r', 'Community College, 1975-1981; Multnomah County, Oreg., commissioner, 1978-1985; \r', 'Portland, Oreg., city commissioner, 1986-1996; served on the Governor&#x2019;s \r', 'commission on higher education, 1990-1991; elected as a Democrat, by special \r', 'election, to the One Hundred Fourth Congress to fill the vacancy caused by the \r', 'resignation of United States Representative Ronald Lee Wyden, and reelected to \r', 'the eleven succeeding Congresses (May 21, 1996-present). \r']",B000574,1,0,1,0,0,0,0,0,0,0
"BLUNT ROCHESTER, Lisa","['a Representative from Delaware; born in Philadelphia, Philadelphia \r', 'County, Pa., February 10, 1962; graduated from Padua Academy, Wilmington, Del., \r', '1980; B.A., Fairleigh Dickinson University, Rutherford, N.J., 1985; M.A., \r', 'University of Delaware, Newark, Del., 2003; staff, United States Representative \r', 'Thomas Richard Carper of Delaware; deputy secretary, Delaware department of \r', 'health and social services, 1993-1998; Delaware state secretary of labor, \r', '1998-2001; personnel director, Delaware office of management and budget, \r', '2001-2004; chief executive officer, Metropolitan Wilmington Urban League, \r', '2004-2007; senior fellow, University of Massachusetts, Boston, Mass., \r', '2012-2015; elected as a Democrat to the One Hundred Fifteenth Congress (January \r', '3, 2017-present).\r']",B001303,1,0,0,0,0,1,0,0,0,0
"BONAMICI, Suzanne","['a Representative from Oregon; born in Detroit, Wayne County, Mich., \r', 'October 14, 1954; A.A., Lane Community College, Eugene, Oreg. 1978; B.A., \r', 'University of Oregon, Eugene, Oreg., 1980; J.D., University of Oregon, Eugene, \r', 'Oreg., 1983; lawyer, Federal Trade Commission, Washington, D.C.; lawyer, \r', 'private practice; staff, Oregon state house of representatives, 2001-2006; \r', 'member of Oregon state house of representatives 2007-2008; member of Oregon \r', 'state senate, 2008-2011; elected as a Democrat to the One Hundred Twelfth \r', 'Congress, by special election, to fill the vacancy caused by the resignation of \r', 'United States Representative David Wu, and reelected to the three succeeding \r', 'Congresses (January 31, 2012-present). \r']",B001278,1,0,1,0,0,0,0,0,0,0
"BOST, Mike","['a Representative from Illinois; born in Murphysboro, Jackson County, \r', 'Ill., December 30, 1960; graduated from Murphysboro High School, Murphysboro, \r', 'Ill., 1979; Certified Firefighter II Academy, University of Illinois, 1993; \r', 'United States Marine Corps, 1979-1982; truck manager; firefighter; business \r', 'owner; member of the Jackson County, Ill., board, 1984-1988; Murphysboro \r', 'Township, Ill., treasurer, 1989-1992; Murphysboro Township, Ill., trustee, \r', '1993-1995; member of the Illinois state house of representatives, 1995-2014; \r', 'elected as a Republican to the One Hundred Fourteenth and to the succeeding \r', 'Congress (January 3, 2015-present).\r']",B001295,0,0,0,0,0,0,0,0,0,0
"BOYLE, Brendan Francis","['a Representative from Pennsylvania; born in Philadelphia, \r', 'Philadelphia County, Pa., on February 6, 1977; graduated from Cardinal \r', 'Dougherty High School, Philadelphia, Pa., 1995; B.A., University of Notre Dame, \r', 'Notre Dame, Ind., 1999; M.P.P., Harvard University Kennedy School of \r', 'Government, Cambridge, Mass., 2005; radio broadcaster; management consultant; \r', 'adjunct professor, Drexel University, Philadelphia, Pa.; member of the \r', 'Pennsylvania state house of representatives, 2008-2014; elected as a Democrat \r', 'to the One Hundred Fourteenth and to the succeeding Congress (January 3, \r', '2015-present).\r']",B001296,1,0,0,0,0,0,0,0,0,0
"BRADY, Kevin Patrick","['a Representative from Texas; born in Vermillion, Clay County, S. \r', 'Dak., April 11, 1955; graduated from Rapid City Central High School, Rapid \r', 'City, S. Dak; B.A., University of South Dakota, Vermillion, S. Dak., 1990; \r', 'member of the Texas state house of representatives, 1990-1996; elected as a \r', 'Republican to the One Hundred Fifth and to the ten succeeding Congresses \r', '(January 3, 1997-present); chair, Joint Economic Committee (One Hundred \r', 'Thirteenth Congress); chair, Committee on Ways &amp; Means (One Hundred \r', 'Fourteenth and One Hundred Fifteenth Congresses); chair, Joint Committee on \r', 'Taxation (One Hundred Fifteenth Congress).\r']",B000755,1,0,0,0,0,0,0,0,0,0
"BRADY, Robert A.","['a Representative from Pennsylvania; born in Philadelphia, \r', 'Philadelphia County, Pa., April 7, 1945; graduated from St. Thomas More High \r', 'School, Philadelphia, Pa., 1963; union official; sergeant-at-arms, \r', 'Philadelphia, Pa., city council, 1975-1983; chairman, Philadelphia, Pa., \r', 'Democratic Party; member of the Pennsylvania Democratic state committee and \r', 'Democratic National Committee; member of the Pennsylvania turnpike commission, \r', '1991-1998; elected as a Democrat to the One Hundred Fifth Congress, by special \r', 'election, to fill the vacancy caused by the resignation of United States \r', 'Representative Thomas Foglietta, and reelected to the ten succeeding Congresses \r', '(May 19, 1998-present);chair, Committee on House Administration (One Hundred \r', 'Tenth and One Hundred Eleventh Congresses).\r']",B001227,0,0,0,0,0,0,0,0,0,0
"BRAT, David A.","['a Representative from Virginia; born in Detroit, Wayne County, \r', 'Mich., July 27, 1964; graduated from Park Center Senior High School, Brooklyn \r', 'Park, Minn., 1982; B.A., Hope College, Holland, Mich., 1986; M.Div., Princeton \r', 'Theological Seminary, Princeton, N.J., 1990; Ph.D., American University, \r', 'Washington, D.C., 1995; business consultant; economist; professor, \r', 'Randolph-Macon College, Ashland, Va., 1996-2014; elected simultaneously as a \r', 'Republican to the One Hundred Thirteenth and One Hundred Fourteenth Congresses, \r', 'by special election, to fill the vacancy caused by the resignation of United \r', 'States Representative Eric Cantor, and reelected to the succeeding Congress \r', '(November 4, 2014-present).\r']",B001290,1,0,0,1,0,0,0,0,0,0
"BRIDENSTINE, Jim","['a Representative from Oklahoma; born in Ann Arbor, Washtenaw County, \r', 'Mich., June 15, 1975; graduated from Jenks High School, Tulsa, Okla., 1993; \r', 'B.A., Rice University, Houston, Texas, 1998; M.B.A., Cornell University, \r', 'Ithaca, N.Y., 2009; United States Navy, 1998-2007; United States Navy Reserve, \r', '2010-present; defense consultant; elected as a Republican to the One Hundred \r', 'Thirteenth and to the two succeeding Congresses until his resignation on April \r', '23, 2018 (January 3, 2013-April 23, 2018); NASA Administrator, \r', '2018-present.\r']",B001283,1,0,0,0,1,0,0,0,0,0
"BROOKS, Mo","['a Representative from Alabama; born in Charleston, Charleston \r', 'County, S.C., April 29, 1954; graduated from Grissom High School, Huntsville, \r', 'Ala., 1972; B.A., Duke University, Durham, N.C., 1975; J.D., University of \r', 'Alabama School of Law, Tuscaloosa, Ala., 1978; lawyer, private practice; \r', 'Tuscaloosa County, Ala. prosecutor, 1978-1980; law clerk, Presiding Circuit Court Judge John \r', 'Snodgrass, 1980-1981; member of the Alabama house of representatives, \r', '1982-1991; Madison County, Ala. district attorney, 1991-1993; special assistant \r', 'attorney general, state of Alabama, 1995-2002; commissioner, Madison County, \r', 'Ala., board of commissions, 1996-2011; elected as a Republican to the One \r', 'Hundred Twelfth and to the three succeeding Congresses (January 3, \r', '2011-present).\r']",B001274,1,0,1,0,0,0,0,0,0,0
"BROOKS, Susan","['a Representative from Indiana; born in Auburn, Dekalb County, Ind., August 25, 1960; graduated from Homestead High School, Fort Wayne, Ind., 1978; B.A., Miami University, Oxford, Ohio, 1982; J.D., Indiana University, Indianapolis, Ind., 1985; lawyer, private practice; deputy mayor of Indianapolis, Ind., 1998-1999; United States attorney for the Southern District of Indiana, 2001-2007; senior vice president and general counsel, Ivy Tech Community College, Indianapolis, Ind.; elected as a Republican to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, 2013-present); chair, Committee on Ethics (One Hundred Fifteenth Congress)\r']",B001284,1,0,1,0,0,0,0,0,0,0
"BROWN, Anthony Gregory","['a Representative from Maryland; born in Huntington, Suffolk County, N.Y., November 21, 1961; graduated from Huntington High School, Huntington, N.Y., 1979; attended United States Military Academy, West Point, N.Y.; A.B., Harvard University, Cambridge, Mass., 1984; J.D., Harvard University, Cambridge, Mass.,1992; United States Army, 1984-1989; United States Army Reserve, 1989-2014; lawyer, private practice; member of the Maryland state general assembly, 1999-2007, majority whip, 2004-2007; lieutenant governor of Maryland, 2007-2015; unsuccessful candidate for Governor of Maryland in 2014; elected as a Democrat to the One Hundred Fifteenth Congress (January 3, 2017-present). \r']",B001304,1,0,1,0,0,0,0,0,0,0
"BROWNLEY, Julia","['a Representative from California; born in Aiken, Aiken County, S.C., \r', 'August 28, 1952; B.A., Mount Vernon College, Washington, D.C., 1975; M.B.A., \r', 'American University, Washington, D.C., 1979; business manager; member of the \r', 'Santa Monica-Malibu school district board, 1994-2006; member of the California \r', 'state assembly, 2006-2012; elected as a Democrat to the One Hundred Thirteenth \r', 'and to the two succeeding Congresses (January 3, 2013-present).\r']",B001285,1,0,0,0,1,0,0,0,0,0
"BUCHANAN, Vernon G.","['a Representative from Florida; born on May 8, 1951; B.B.A., Cleary University, Ann Arbor, Mich., 1975; M.B.A., University of Detroit, Detroit, Mich., 1986; Michigan Air National Guard, 1970-1976; businessman; campaign staff; elected as a Republican to the One Hundred Tenth and to the six succeeding Congresses (January 3, 2007-present). \r']",B001260,1,0,0,0,1,0,0,0,0,0
