Name,Bio,Identifier,B.A.,B.S.,J.D.,Ph.D.,M.B.A,M.A.,M.S.,M.P.H.,M.D.,D.M.D.
"COLLINS, Doug","['a Representative from Georgia; born in Gainesville, Hall County, \r', 'Ga., August 16, 1966; graduated from North Hall High School, Gainesville, Ga.; \r', 'B.A., North Georgia College, Dahlonega, Ga., 1988; M.Div., New Orleans \r', 'Theological Seminary, New Orleans, La., 1996; J.D., John Marshall Law School, \r', 'Atlanta, Ga., 2008; United States Air Force Reserve, 2002-present; pastor; \r', 'lawyer, private practice; businessman; member of the Georgia state house of \r', 'representatives, 2007-2012; elected as a Republican to the One Hundred \r', 'Thirteenth and to the two succeeding Congresses (January 3, \r', '2013-present).\r']",C001093,1,0,1,0,0,0,0,0,0,0
"COMER, James","['a Representative from Kentucky; born in Carthage, Smith County, \r', 'Tenn., August 19, 1972; graduated from Monroe County High School, \r', 'Tompkinsville, Ky.; B.S., Western Kentucky University, Bowling Green, Ky., \r', '1993; businessman; farmer; chairman, Monroe County, Ky., Republican party, \r', '1993-1995; Delegate, Republican National Convention, 1996; member of the \r', 'Kentucky state house of representatives, 2001-2012; Kentucky state commissioner \r', 'of agriculture, 2012-2015; elected simultaneously as a Republican to the One \r', 'Hundred Fourteenth and to the One Hundred Fifteenth Congresses, by special \r', 'election, to fill the vacancy caused by the resignation of United States \r', 'Representative Ed Whitfield (November 8, 2016-present). \r']",C001108,0,1,0,0,0,0,0,0,0,0
"COMSTOCK, Barbara J.","['a Representative from Virginia; born in Springfield, Hampden County, \r', 'Mass., June 30, 1959; B.A., Middlebury College, Middlebury, Vt., 1981; J.D., \r', 'Georgetown University, Washington, D.C., 1986; staff, United States Senator \r', 'Edward Kennedy of Massachusetts; lawyer, private practice; staff, United States \r', 'Representative Frank Wolf of Virginia, 1991-1995; staff, United States House of \r', 'Representatives Committee on Oversight and Government Reform, 1995-1999; \r', 'campaign aide; staff, United States Justice Department, 2002-2003; consultant; \r', 'member of the Virginia state house of delegates, 2009-2014; elected as a \r', 'Republican to the One Hundred Fourteenth and to the succeeding Congress \r', '(January 3, 2015-present).\r']",C001105,1,0,1,0,0,0,0,0,0,0
"CONAWAY, K. Michael","['a Representative from Texas; born in Borger, Hutchinson County, \r', 'Tex., June 11, 1948; graduated from Odessa Permian High School, Odessa, Tex., \r', '1966; B.B.A., Texas A&amp;M University-Commerce, Commerce, Tex., 1970; United \r', 'States Army, 1970-1972; certified public accountant; bank executive; member of \r', 'the Midland, Tex., school board, 1985-1988; unsuccessful candidate for special \r', 'election to the One Hundred Eighth Congress in 2003; elected as a Republican to \r', 'the One Hundred Ninth and to the six succeeding Congresses (January 3, \r', '2005-present); chair, Committee on Ethics (One Hundred Thirteenth Congress); \r', 'chair, Committee on Agriculture (One Hundred Fourteenth and One Hundredth \r', 'Fifteenth Congresses).\r']",C001062,1,0,0,0,0,0,0,0,0,0
"CONNOLLY, Gerald E. (Gerry)","['a Representative from Virginia; born in Boston, Suffolk County, \r', 'Mass., March 30, 1950; graduated from The Venard High School, Clarks Summit, \r', 'Pa., 1967; B.A., Maryknoll College, Glen Ellyn, Ill., 1971; M.P.A., Harvard \r', 'University, Cambridge, Mass., 1979; business executive; nonprofit organization \r', 'director; member of the Fairfax County, Va., board of supervisors, 1995-2003; \r', 'chairman of the Fairfax County, Va., board of supervisors, 2004-2008; elected \r', 'as a Democrat to the One Hundred Eleventh and to the four succeeding Congresses \r', '(January 3, 2009-present).\r']",C001078,1,0,0,0,0,0,0,0,0,0
"CONYERS, John, Jr.","['a Representative from Michigan; born in Detroit, Wayne County, \r', 'Mich., May 16, 1929; attended Detroit public schools; B.A., Wayne State \r', 'University, Detroit, Mich., 1957; LL.B., Wayne State Law School, Detroit, \r', 'Mich., 1958; lawyer, private practice; Michigan National Guard, 1948-1950; \r', 'United States Army, 1950-1954; United States Army Reserve, 1954-1957; staff, \r', 'United States Representative John D. Dingell, Jr., of Michigan, 1958-1961; \r', 'general counsel for three labor locals in Detroit, 1959-1964; executive board \r', 'member, Detroit, Mich., American Civil Liberties Union, 1964 to present; \r', 'executive board member, Detroit, Mich., NAACP, 1963 to present; referee for \r', 'Michigan workmen&#x2019;s compensation department, 1961-1963; elected as a \r', 'Democrat to the Eighty-ninth and to the twenty-six succeeding Congresses \r', 'until his resignation on December 5, 2017 (January 3, 1965-December 5, 2017); one of the managers appointed by the House of \r', 'Representatives in 1988 to conduct the impeachment proceedings against Alcee \r', 'Lamar Hastings, judge of the United States District Court for the Southern \r', 'District of Florida; chairman, Committee on Government Operations (One Hundred \r', 'First through One Hundred Third Congresses); chairman, Committee on the \r', 'Judiciary (One Hundred Tenth and One Hundred Eleventh Congresses).\r']",C000714,1,0,0,0,0,0,0,0,0,0
"COOK, Paul","['a Representative from California; born in Meriden, New Haven County, \r', 'Conn., March 3, 1943; B.S., Southern Connecticut State University, New Haven, \r', 'Conn., 1966; M.P.A., California State University, San Bernardino, Calif., 1996; \r', 'M.A., University of California, Riverside, Calif., 2000; United States Marine \r', 'Corps, 1966-1992; professor; member of the Yucca Valley, Calif. town council, \r', '1998-2006; Mayor of Yucca Valley, Calif.; member of the California state \r', 'assembly, 2006-2012; elected as a Republican to the One Hundred Thirteenth and \r', 'to the two succeeding Congresses (January 3, 2013-present).\r']",C001094,0,1,0,0,0,1,0,0,0,0
"COOPER, James Hayes Shofner","['a Representative from Tennessee; born in Nashville, Davidson County, \r', 'Tenn., June 19, 1954; graduated from Groton School, Groton, Mass., 1972; B.A., \r', 'University of North Carolina (Morehead Scholar), Chapel Hill, N.C., 1975; M.A., \r', 'Oxford University (Rhodes Scholar), Oxford, England, 1977; J.D., Harvard \r', 'University Law School, Cambridge, Mass., 1980; lawyer, private practice; \r', 'adjunct professor, Vanderbilt University, Nashville, Tenn.; elected as a \r', 'Democrat to the Ninety-eighth and to the five succeeding Congresses (January 3, \r', '1983-January 3, 1995); was not a candidate for reelection to the One Hundred \r', 'Fourth Congress in 1994, but was an unsuccessful candidate for election to the \r', 'United States Senate; investment banker; elected as a Democrat to the One \r', 'Hundred Eighth and to the seven succeeding Congresses (January 3, \r', '2003-present). \r']",C000754,1,0,1,0,0,1,0,0,0,0
"COSTA, Jim","['a Representative from California; born in Fresno, Fresno County, \r', 'Calif., April 13, 1952; B.A., California State University, Fresno, Calif., \r', '1974; member of the California state assembly, 1978-1994; member of the \r', 'California state senate, 1994-2002; professional advocate; elected as a \r', 'Democrat to the One Hundred Ninth and to the six succeeding Congresses (January \r', '3, 2005-present).\r']",C001059,1,0,0,0,0,0,0,0,0,0
"COSTELLO, Ryan","['a Representative from Pennsylvania; born in Chester County, Pa., on September 7, 1976; graduated from Owen J. Roberts High School, Pottstown, Pa., 1995; B.A., Ursinus College, Collegeville, Pa., 1999; LL.B., Villanova University, Villanova, Pa., 2002; lawyer, private practice; member of the Chester County, Pa., board of commissioners, 2011-2013; elected as a Republican to the One Hundred Fourteenth and to the succeeding Congress (January 3, 2015-present). \r']",C001106,1,0,0,0,0,0,0,0,0,0
"COURTNEY, Joe","['a Representative from Connecticut; born in West Hartford, Tolland \r', 'County, Conn., April 6, 1953; B.A., Tufts University, Medford, Mass, 1975; \r', 'J.D., University of Connecticut, Storrs, Conn., 1978; lawyer, private practice; \r', 'member of the Connecticut state house of representatives, 1987-1994; elected as \r', 'a Democrat to the One Hundred Tenth and to the five succeeding Congresses \r', '(January 3, 2007-present).\r']",C001069,1,0,1,0,0,0,0,0,0,0
"CRAMER, Kevin","['a Representative from North Dakota; born in Rolla, Rolette County, \r', 'N.Dak., January 21, 1961; graduated from Kindred High School, Kindred, N.Dak., \r', '1979; B.A., Concordia College, Moorhead, Minn., 1983; M.A., University of Mary, \r', 'Bismarck, N.Dak., 2003; chairman, North Dakota Republican Party, 1991-1993; \r', 'North Dakota state tourism director, 1993-1997; unsuccessful candidate for the \r', 'United States House of Representatives in 1996; North Dakota state economic \r', 'development and finance director, 1997-2000; unsuccessful candidate for the \r', 'United States House of Representatives in 1998; North Dakota public service \r', 'commissioner, 2003-2012; elected as a Republican to the One Hundred Thirteenth \r', 'and to the two succeeding Congresses (January 3, 2013-present).\r']",C001096,1,0,0,0,0,1,0,0,0,0
"CRAWFORD, Rick","['a Representative from Arkansas; born at Homestead Air Force Base, \r', 'Miami-Dade County, Florida, January 22, 1966; graduated from Alvirne High \r', 'School in Hudson, N.H.; United States Army, 1985-1989; B.S., Arkansas State \r', 'University, Jonesboro, Ark., 1996; journalist; business owner; elected as a \r', 'Republican to the One Hundred Twelfth and to the three succeeding Congresses \r', '(January 3, 2011-present).\r']",C001087,0,1,0,0,0,0,0,0,0,0
"CRENSHAW, Ander","['a Representative from Florida; born in Jacksonville, Duval County, Fla., September 1, 1944; graduated from Robert E. Lee High School, Jacksonville, Fla., 1962; B.A., University of Georgia, Athens, Ga., 1966; J.D., University of Florida, Gainesville, Fla., 1969; member of the Florida state house of representatives, 1972-1978; member of the Florida state senate, 1986-1994; elected as a Republican to the One Hundred Seventh and to the seven succeeding Congresses (January 3, 2001-January 3, 2017); was not a candidate for reelection to the One Hundredth Fifteenth Congress in 2016. \r']",C001045,1,0,1,0,0,0,0,0,0,0
"CROWLEY, Joseph","[' a Representative from New York; born in New York, New York County, \r', 'N.Y., March 16, 1962; graduated from Power Memorial High School, New York, \r', 'N.Y., 1981; B.A., Queens College, City University of New York, Flushing, N.Y., \r', '1985; member of the New York state assembly, 1986-1998; elected as a Democrat \r', 'to the One Hundred Sixth and to the nine succeeding Congresses (January 3, \r', '1999-present); chair, House Democratic Caucus (One Hundred Fifteenth \r', 'Congress).\r']",C001038,1,0,0,0,0,0,0,0,0,0
"CUELLAR, Henry","['a Representative from Texas; born in Laredo, Webb County, Tex., \r', 'September 19, 1955; graduated from J.W. Nixon High School, Laredo, Tex., 1974; \r', 'A.A., Laredo Community College, Laredo, Tex., 1976; B.S., Georgetown \r', 'University, Washington, D.C., 1978; J.D., University of Texas, Austin, Tex., \r', '1981; M.A., Texas A&amp;M International University, Laredo, Tex., 1982; Ph.D., \r', 'University of Texas, Austin, Tex., 1998; lawyer, private practice; member of \r', 'the Texas state house of representatives, 1987-2001; unsuccessful candidate for \r', 'nomination to the United States of Representatives in 2002; Texas secretary of \r', 'state, 2001; elected as a Democrat to the One Hundred Ninth and to the six \r', 'succeeding Congresses (January 3, 2005-present).\r']",C001063,0,1,1,1,0,1,0,0,0,0
"CULBERSON, John","['a Representative from Texas; born in Houston, Harris County, Tex., \r', 'August 24, 1956; graduated from Lamar High School, Houston, Tex., 1975; B.A., \r', 'Southern Methodist University, Dallas, Tex., 1981; J.D., South Texas College of \r', 'Law, Houston, Tex.; member of the Texas state house of representatives, \r', '1986-2001; elected as a Republican to the One Hundred Seventh and to the eight \r', 'succeeding Congresses (January 3, 2001-present).\r']",C001048,1,0,1,0,0,0,0,0,0,0
"CUMMINGS, Elijah Eugene","['a Representative from Maryland; born in Baltimore, Md., January 18, \r', '1951; graduated from Baltimore City College High School, Baltimore, Md., 1969; \r', 'B.S., Howard University, Washington, D.C., 1973; J.D., University of Maryland \r', 'School of Law, Baltimore, Md., 1976; lawyer, private practice; chief judge, \r', 'Maryland Moot Court Board; member of the Maryland state house of delegates, \r', '1983-1996, and speaker pro tempore, 1995-1996; elected as a Democrat to the One \r', 'Hundred Fourth Congress, by special election, to fill the vacancy caused by the \r', 'resignation of United States Representative Kweisi Mfume, and reelected to the \r', 'eleven succeeding Congresses (April 16, 1996-present). \r']",C000984,0,1,1,0,0,0,0,0,0,0
"CURBELO, Carlos","['a Representative from Florida; born in Miami, Miami-Dade County, \r', 'Fla., March 1, 1980; graduated from Belen Jesuit Preparatory School, Miami, \r', 'Fla., 1998; B.A., University of Miami, Coral Gables, Fla., 2002; M.A., \r', 'University of Miami, Coral Gables, Fla., 2011; businessman; staff, United \r', 'States Senator George LeMieux of Florida, 2009-2011; member of the Miami-Dade \r', 'County school board, 2010; elected as a Republican to the One Hundred \r', 'Fourteenth and to the succeeding Congress (January 3, \r', '2015-present).\r']",C001107,1,0,0,0,0,1,0,0,0,0
"DAVIDSON, Warren","['a Representative from Ohio; born in Ohio, March 1, 1970; graduated \r', 'from Sidney High School, Sidney, Ohio, 1989; B.A., United States Military \r', 'Academy, West Point, N.Y., 1995; M.B.A., University of Notre Dame, Notre Dame, \r', 'Ind.; United States Army; business owner; Concord Township, Ohio, trustee; \r', 'elected as a Republican to the One Hundred Fourteenth Congress, by special \r', 'election, to fill the vacancy caused by the resignation of United States \r', 'Representative John Andrew Boehner, and reelected to the succeeding Congress \r', '(June 7, 2016-present).\r']",D000626,1,0,0,0,1,0,0,0,0,0
"DAVIS, Danny K.","['a Representative from Illinois; born in Parkdale, Ashley County, \r', 'Ark., September 6, 1941; graduated from Savage High School, Parkdale, Ark., \r', '1957; B.A., Arkansas A.M.&amp;N. College, Pine Bluff, Ark., 1961; M.S., Chicago \r', 'State University, Chicago, Ill., 1968; Ph.D., Union Institute, Cincinnati, \r', 'Ohio, 1977; clerk, Chicago, Ill., Post Office, 1961-1965; teacher, Chicago, \r', 'Ill., public schools, 1962-1968; executive director, Greater Lawndale \r', 'Conservation Commission, 1969; director of training, Martin L. King \r', 'Neighborhood Health Center, 1969-1971; executive director, Westside Health \r', 'Center, 1975-1981; alderman, Chicago, Ill., city council, 1979-1990; \r', 'commissioner, Cook County, Ill., board, 1990-1996; college professor; \r', 'unsuccessful candidate for election to the United States House of \r', 'Representatives in 1984 and 1986; elected as a Democrat to the One Hundred \r', 'Fifth and to the ten succeeding Congresses (January 3, \r', '1997-present).\r']",D000096,1,0,0,1,0,0,1,0,0,0
"DAVIS, Rodney","['a Representative from Illinois; born in Des Moines, Polk County, \r', 'Iowa, January 5, 1970; attended the public schools in Taylorville, Ill.; B.A., \r', 'Millikin University, Decatur, Ill., 1992; staff, Illinois secretary of state, \r', '1992-1996; unsuccessful candidate for election to the Illinois state house of \r', 'representatives in 1996; staff, United States Representative John M. Shimkus of \r', 'Illinois, 1997-2012; unsuccessful candidate for mayor of Taylorville, Ill., in \r', '2001; elected as a Republican to the One Hundred Thirteenth and to the two \r', 'succeeding Congresses (January 3, 2013-present). \r']",D000619,1,0,0,0,0,0,0,0,0,0
"DAVIS, Susan A.","['a Representative from California; born in Cambridge, Middlesex \r', 'County, Mass., April 13, 1944; B.A., University of California, Berkeley, \r', 'Calif., 1965; M.S.W., University of North Carolina, Chapel Hill, N.C., 1968; \r', 'member of the San Diego, Calif., board of education, 1983-1992, president, San \r', 'Diego, Calif., board of education 1989-1992; executive director, Aaron Price \r', 'Fellows, 1990-1994; member of the California state assembly, 1994-2000; elected \r', 'as a Democrat to the One Hundred Seventh and to the eight succeeding Congresses \r', '(January 3, 2001-present). \r']",D000598,1,0,0,0,0,0,1,0,0,0
"DeFAZIO, Peter Anthony","['a Representative from Oregon; born in Needham, Norfolk County, \r', 'Mass., May 27, 1947; graduated from Needham High School, Needham, Mass., 1965; B.A., Tufts University, Medford, Mass., 1969; M.A., \r', 'University of Oregon, Eugene, Oreg., 1977; United States Air Force Reserve, \r', '1967-1971; staff, United States Representative James Howard Weaver of Oregon, \r', '1977-1982; member of the Lane County, Oreg., board of commissioners, 1983-1986, \r', 'chair, 1985-1986; unsuccessful candidate for nomination to the United States \r', 'Senate in a special primary election in 1995; elected as a Democrat to the One \r', 'Hundredth and to the fifteen succeeding Congresses (January 3, 1987-present). \r']",D000191,1,0,0,0,0,1,0,0,0,0
"DeGETTE, Diana","['a Representative from Colorado; born in Tachikawa, Japan, July 29, \r', '1957; graduated from South High School, Denver, Colo., 1975; B.A., Colorado \r', 'College, Colorado Springs, Colo., 1979; J.D., New York University, New York, \r', 'N.Y., 1982; member of the Colorado state house of representatives, 1992-1996; \r', 'elected as a Democrat to the One Hundred Fifth and to the ten succeeding \r', 'Congresses (January 3, 1997-present). \r']",D000197,1,0,1,0,0,0,0,0,0,0
"DELANEY, John","['a Representative from Maryland; born in Wood-Ridge, Bergen County, \r', 'N.J., April 16, 1963; B.S., Columbia University, New York, N.Y., 1985; J.D., \r', 'Georgetown University, Washington, D.C., 1988; lawyer, private practice; \r', 'business owner; elected as a Democrat to the One Hundred Thirteenth and to the \r', 'two succeeding Congresses (January 3, 2013-present). \r']",D000620,0,1,1,0,0,0,0,0,0,0
"DeLAURO, Rosa L.","['a Representative from Connecticut; born in New Haven, New Haven \r', 'County, Conn., March 2, 1943; graduated from Lauralton Hall High School, \r', 'Milford, Conn.; B.A., Marymount College, Tarrytown, N.Y., 1964; attended the \r', 'London School of Economics, London, England, 1962-1963; M.A., Columbia \r', 'University, New York, N.Y., 1966; staff, Mayor Frank Logue of New Haven, Conn., \r', '1976-1977; campaign manager, Mayor Frank Logue, 1978; staff, New Haven, Conn., \r', 'development administrator, 1977-1979; campaign manager for United States \r', 'Senator Christopher J. Dodd of Connecticut, 1979-1980; staff, United States \r', 'Senator Christopher J. Dodd of Connecticut, 1981-1987; executive director, \r', 'Countdown &#x2018;87, 1987-1988; executive director, EMILY&#x2019;S List, \r', '1989-1990; elected as a Democrat to the One Hundred Second and to the thirteen \r', 'succeeding Congresses (January 3, 1991-present).\r']",D000216,1,0,0,0,0,1,0,0,0,0
"DelBENE, Suzan K.","['a Representative from Washington; born in Selma, Dallas County, \r', 'Ala., February 17, 1962; B.A., Reed College, Portland, Oreg. 1983; M.B.A., \r', 'University of Washington, Seattle, Wash., 1990; business executive; \r', 'unsuccessful candidate for election to the One Hundred Twelfth Congress  in 2010; director, Washington state department of revenue, \r', '2010-2012; elected simultaneously as a Democrat to the One Hundred Twelfth and \r', 'One Hundred Thirteenth Congresses, by special election, to fill the vacancy \r', 'caused by the resignation of United States Representative Jay Inslee, and \r', 'reelected to the two succeeding Congresses (November 6, \r', '2012-present).\r']",D000617,1,0,0,0,1,0,0,0,0,0
"DENHAM, Jeff","['a Representative from California; born in Hawthorne, Los Angeles \r', 'County, California, on July 29, 1967; attended Atascadero High School, \r', 'Atascadero, Calif.; graduated from Morro Bay High School, Morro Bay, Calif., \r', '1985; A.A.,Victor Valley Junior College, Victorville, Calif., 1989; B.A., \r', 'California Polytechnic State University, San Luis Obispo, Calif., 1992; United \r', 'States Air Force, 1984-1988; United States Air Force Reserve, 1988-2000; \r', 'business owner; member of the California state senate, 2002-2010; elected as a \r', 'Republican to the One Hundred Twelfth and to the three succeeding Congresses \r', '(January 3, 2011-present).\r']",D000612,1,0,0,0,0,0,0,0,0,0
Name,Bio,Identifier,B.A.,B.S.,J.D.,Ph.D.,M.B.A,M.A.,M.S.,M.P.H.,M.D.,D.M.D.
"DENT, Charles W.","['a Representative from Pennsylvania; born in Allentown, Lehigh \r', 'County, Pa., May 24, 1960; graduated from William Allen High School, Allentown, \r', 'Pa., 1978; B.A., Pennsylvania State University, University Park, Pa., 1982; \r', 'M.P.A., Lehigh University, Bethlehem, Pa., 1993; staff, United States \r', 'Representative Donald Ritter of Pennsylvania; college administrator; sales \r', 'representative; hotel clerk; member of the Pennsylvania state house of \r', 'representatives, 1991-1998; member of the Pennsylvania state senate, 1999-2004; \r', 'elected as a Republican to the One Hundred Ninth and to the six succeeding \r', 'Congresses until his resignation on May 12, 2018 (January 3, 2005-May 12, \r', '2018); chair, Committee on Ethics (One Hundred Fourteenth \r', 'Congress).\r']",D000604,1,0,0,0,0,0,0,0,0,0
"DeSANTIS, Ron","['a Representative from Florida; born in Jacksonville, Duval County, Fla., September 14, 1978; graduated from Dunedin High School, Dunedin, Fla., 1997; B.A., Yale University, New Haven, Conn., 2001; J.D., Harvard University, Cambridge, Mass., 2005; United States Navy, 2004-2010; United States Navy Reserve, 2010-present; author; elected as a Republican to the One Hundred Thirteenth and to the two succeeding Congresses until his resignation on September 10, 2018 (January 3, 2013-September 10, 2018). \r']",D000621,1,0,1,0,0,0,0,0,0,0
"DESAULNIER, Mark James","['a Representative from California; born in Lowell, Middlesex County, \r', 'Mass., March 31, 1952; B.A. College of the Holy Cross, Worcester, Mass., 1974; \r', 'fellow, John F. Kennedy School of Government, Harvard University, Cambridge, \r', 'Mass., 2003; deputy probation officer; warehouse worker; hotel service \r', 'employee; restaurant worker; general manager; business owner; member of the \r', 'Concord, Calif., city council, 1991-1994; Mayor of Concord, Calif., 1993; \r', 'member of the Contra Costa County, Calif., board of supervisors, 1994-2006, \r', 'chairman, 1994; member of the California state assembly, 2006-2008; \r', 'unsuccessful candidate for nomination to the One Hundred Eleventh Congress in \r', '2009; member of the California state senate, 2008-2014; elected as a Democrat \r', 'to the One Hundred Fourteenth and to the succeeding Congress (January 3, \r', '2015-present).\r']",D000623,1,0,0,0,0,0,0,0,0,0
"DESJARLAIS, Scott","['a Representative from Tennessee; born in Des Moines, Polk County, \r', 'Iowa, February 21, 1964; graduated from Brown High School, Sturgis, S.Dak., \r', '1982; B.S., University of South Dakota, Vermillion, S.Dak., 1987; M.D., \r', 'University of South Dakota, Vermillion, S.Dak., 1991; physician; elected as a \r', 'Republican to the One Hundred Twelfth and to the three succeeding Congresses \r', '(January 3, 2011-present). \r']",D000616,0,1,0,0,0,0,0,0,1,0
"DEUTCH, Theodore E. (Ted)","['a Representative from Florida; born in Bethlehem, Northampton \r', 'County, Pa., May 7, 1966; graduated from Liberty High School, Bethlehem, Pa., \r', '1984; A.B., University of Michigan, Ann Arbor, Mich., 1988; J.D., University of \r', 'Michigan, Ann Arbor, Mich., 1990; lawyer, private practice; member of the \r', 'Florida state senate, 2007-2010; elected as a Democrat to the One Hundred \r', 'Eleventh Congress, by special election, to fill the vacancy caused by the \r', 'resignation of United States Representative Robert Wexler, and reelected to the \r', 'four succeeding Congresses (April 13, 2010-present).\r']",D000610,1,0,1,0,0,0,0,0,0,0
"DIAZ-BALART, Mario","[' (brother of Lincoln Diaz-Balart), \r', 'a Representative from Florida; born in Fort Lauderdale, Broward \r', 'County, Fla., September 25, 1961; attended the University of South Florida, \r', 'Tampa, Fla.; marketing executive; member of the Florida state house of \r', 'representatives, 1988-1992, 2000-2002; member of the Florida state senate, \r', '1992-2000; elected as a Republican to the One Hundred Eighth and to the seven \r', 'succeeding Congresses (January 3, 2003-present).\r']",D000600,0,0,0,0,0,0,0,0,0,0
"DINGELL, Debbie","[' (wife of John David Dingell, Jr.), \r', 'a Representative from Michigan; born in Detroit, Wayne County, \r', 'Mich., November 23, 1953; graduated from the Convent of the Sacred Heart, \r', 'Grosse Pointe, Mich.; B.S.F.S., Georgetown University, Washington, D.C., 1975; \r', 'M.S., Georgetown University, Washington, D.C., 1996; analyst; professional \r', 'advocate; business executive; non-profit executive; board of governors, Wayne \r', 'State University, 2007-2014; member of the Democratic National Committee; \r', 'elected as a Democrat to the One Hundred Fourteenth and to the succeeding \r', 'Congress (January 3, 2015-present).\r']",D000624,0,1,0,0,0,0,1,0,0,0
"DOGGETT, Lloyd Alton, II","['a Representative from Texas; born in Austin, Travis County, Tex., \r', 'October 6, 1946; graduated from Austin High School, Austin, Tex., 1964; B.A., \r', 'University of Texas, Austin, Tex., 1967; J.D., University of Texas School of \r', 'Law, 1970; member of the Texas state senate, 1973-1985; justice of the Texas \r', 'supreme court, 1989-1994; adjunct professor, University of Texas School of Law, \r', 'Austin, Tex., 1989-1994; unsuccessful candidate for election to the United \r', 'States Senate in 1984; elected as a Democrat to the One Hundred Fourth and to \r', 'the eleven succeeding Congresses (January 3, 1995-present).\r']",D000399,1,0,1,0,0,0,0,0,0,0
"DOLD, Robert","[' a Representative from Illinois; born in Evanston, Cook County, \r', 'Ill., June 23, 1969; graduated from New Trier High School, Winnetka, Ill., 1987; \r', 'B.A., Denison University, Granville, Ohio, 1991; J.D., Indiana University, \r', 'Bloomington, Ind., 1996; M.B.A., Northwestern University Kellogg School of \r', 'Management, Evanston, Ill., 2000; business owner; staff, United States Vice \r', 'President James Danforth Quayle, 1991-1993; staff, United States House of \r', 'Representatives Committee on Reform and Oversight, 1997-1999; elected as a \r', 'Republican to the One Hundred Twelfth Congress (January 3, 2011-January 3, \r', '2013); unsuccessful candidate for reelection to the One Hundred Thirteenth \r', 'Congress in 2012; elected as a Republican to the One Hundred Fourteenth \r', 'Congress (January 3, 2015-January 3, 2017); unsuccessful candidate for reelection to the One Hundred Fifteenth Congress in 2016.\r']",D000613,1,0,1,0,1,0,0,0,0,0
"DONOVAN, Daniel M., Jr.","['a Representative from New York; born in Staten Island, Richmond \r', 'County, N.Y., November 6, 1956; graduated from Monsignor Farrell High School, \r', 'Staten Island, N.Y., 1974; B.A., St. John&#x2019;s University, New York, N.Y., \r', '1978; J.D., Fordham University, New York, N.Y., 1988; detective investigator; \r', 'youth counselor; Manhattan, N.Y. assistant district attorney, 1989-1996; chief \r', 'of staff, Staten Island, N.Y. borough president Guy V. Molinari, 1996-2002; \r', 'Staten Island, N.Y. deputy borough president, 2002-2003; Richmond County, N.Y. \r', 'district attorney, 2003-2015; elected as a Republican to the One Hundred \r', 'Fourteenth Congress, by special election, to fill the vacancy caused by the \r', 'resignation of United States Representative Michael G. Grimm, and reelected to \r', 'the succeeding Congress (May 5, 2015-present).\r']",D000625,1,0,1,0,0,0,0,0,0,0
"DOYLE, Michael F.","['a Representative from Pennsylvania; born in Swissvale, Allegheny \r', 'County, Pa., August 5, 1953; graduated from Swissvale Area High School, \r', 'Swissvale, Pa., 1971; B.S., Pennsylvania State University, University Park, \r', 'Pa., 1975; member of the Swissvale, Pa., borough council, 1977-1981; staff, \r', 'Pennsylvania state senator Frank Pecora, 1979-1994; elected as a Democrat to \r', 'the One Hundred Fourth and to the eleven succeeding Congresses (January 3, \r', '1995-present). \r']",D000482,0,1,0,0,0,0,0,0,0,0
"DUCKWORTH, Tammy","['a Senator and a Representative from Illinois; born in Bangkok, \r', 'Thailand, March 12, 1968; graduated from President William McKinley High \r', 'School, Honolulu, Hawaii, 1985; B.A., University of Hawaii, Manoa, Hawaii, \r', '1989; M.A., The George Washington University, Washington, D.C., 1992; attended \r', 'Northern Illinois University, DeKalb, Ill.; helicopter pilot, U.S. Army \r', 'Reserve, 1992-1996; Illinois Army National Guard, 1996-2014, attaining the rank \r', 'of lieutenant colonel; served in Operation Iraqi Freedom, and was awarded the \r', 'Purple Heart; unsuccessful candidate for election to the United States House of \r', 'Representatives in 2006; director, Ill. department of veterans&#146; affairs, \r', '2006-2009; assistant secretary, United States Department of Veterans&#146; Affairs, \r', '2009-2011; delegate to the Democratic National Convention, 2012; elected as a \r', 'Democrat to the One Hundred Thirteenth Congress and to the succeeding Congress \r', '(January 3, 2013-January 3, 2017); was not a candidate for reelection to the \r', 'House of Representatives but was elected as a Democrat to the United States \r', 'Senate in 2016 for the term ending January 3, 2023.\r']",D000622,1,0,0,0,0,1,0,0,0,0
"DUFFY, Sean","['a Representative from Wisconsin; born in Hayward, Sawyer County, \r', 'Wis., October 3, 1971; B.A., St. Mary&#146;s College, Winona, Minn., 1994; J.D., \r', 'William Mitchell College of Law, St. Paul, Minn., 1999; lawyer, private \r', 'practice; prosecutor, Ashland County, Wis.; acting assistant district attorney \r', 'and district attorney, Ashland County, Wis., 2002-2010; elected as a Republican \r', 'to the One Hundred Twelfth and to the three succeeding Congresses (January 3, \r', '2011-present).\r']",D000614,1,0,1,0,0,0,0,0,0,0
"DUNCAN, Jeff","['a Representative from South Carolina; born in Greenville, Greenville \r', 'County, S.C., January 7, 1966; graduated from Ware Shoals High School, Ware \r', 'Shoals, S.C., 1984; B.A., Clemson University, Clemson, S.C., 1988; banker; real \r', 'estate broker; member of the South Carolina state house of representatives, \r', '2003-2010; elected as a Republican to the One Hundred Twelfth and to the three \r', 'succeeding Congresses (January 3, 2011-present).\r']",D000615,1,0,0,0,0,0,0,0,0,0
